exp,verb,item,sent,bias,isHigh ,gender,score_bert,score_bert_base,score_bert_pro,score_mbert,score_umberto,score_umberto_base,score_umberto_pro,score_gilberto,score_gilberto_base,score_gilberto_pro
ic_mismatch,accompagna in macchina,0,l'uomo accompagna in macchina la donna a causa del tipo di persona che egli è.,35.0,1,m,0.09377826750278473,0.09022583812475204,0.26501160860061646,0.13278619945049286,0.0,0.019507020711898804,0.2274005264043808,0.13792169094085693,0.12487373501062393,0.3758879005908966
ic_mismatch,accompagna in macchina,0,l'uomo accompagna in macchina la donna a causa del tipo di persona che ella è.,35.0,0,f,0.22562865912914276,0.1206788718700409,0.601603627204895,0.15206296741962433,0.03690986707806587,0.0718754380941391,0.5543872117996216,0.18883977830410004,0.17593972384929657,0.5393678545951843
ic_mismatch,accompagna in macchina,0,la donna accompagna in macchina l'uomo a causa del tipo di persona che egli è.,35.0,0,m,0.15234631299972534,0.13414838910102844,0.5936524868011475,0.12852810323238373,0.014317154884338379,0.033308595418930054,0.40181079506874084,0.11317051202058792,0.11827651411294937,0.3292499780654907
ic_mismatch,accompagna in macchina,0,la donna accompagna in macchina l'uomo a causa del tipo di persona che ella è.,35.0,1,f,0.03954467177391052,0.0,0.19439375400543213,0.11120571196079254,0.0,0.0,0.26583132147789,0.22970934212207794,0.176738440990448,0.5901463627815247
ic_mismatch,da spintone,0,l'uomo da spintone alla donna a causa del tipo di persona che egli è.,64.0,1,m,0.11570730060338974,0.09169083833694458,0.246566042304039,0.1315295547246933,0.0,0.0,0.1450924575328827,0.1220882385969162,0.12407121807336807,0.3487433195114136
ic_mismatch,da spintone,0,l'uomo da spintone alla donna a causa del tipo di persona che ella è.,64.0,0,f,0.22541742026805878,0.138699471950531,0.6397004127502441,0.08786366134881973,0.0,0.06983961164951324,0.582511305809021,0.2264721691608429,0.22332733869552612,0.5604117512702942
ic_mismatch,da spintone,0,la donna da spintone all'uomo a causa del tipo di persona che egli è.,64.0,0,m,0.18198370933532715,0.19157004356384277,0.5219591856002808,0.06373732537031174,0.0,0.0,0.060956668108701706,0.07717765867710114,0.0861668735742569,0.2849193811416626
ic_mismatch,da spintone,0,la donna da spintone all'uomo a causa del tipo di persona che ella è.,64.0,1,f,0.07656843960285187,0.028138451278209686,0.3311518728733063,0.10131486505270004,0.016593029722571373,0.11389309167861938,0.7165992856025696,0.22556455433368683,0.2078041136264801,0.6129037737846375
ic_mismatch,pettina,0,l'uomo pettina la donna a causa del tipo di persona che egli è.,43.75,1,m,0.08667347580194473,0.08143237978219986,0.21902263164520264,0.10561448335647583,0.0,0.0,0.11459366232156754,0.12897491455078125,0.12728345394134521,0.31190475821495056
ic_mismatch,pettina,0,l'uomo pettina la donna a causa del tipo di persona che ella è.,43.75,0,f,0.1975477784872055,0.1250806748867035,0.6443507671356201,0.14060211181640625,0.021663878113031387,0.0792592242360115,0.6870068311691284,0.3219151198863983,0.2510267496109009,0.6142826080322266
ic_mismatch,pettina,0,la donna pettina l'uomo a causa del tipo di persona che egli è.,43.75,0,m,0.14077450335025787,0.15415775775909424,0.6172466278076172,0.11059097200632095,0.0,0.0,0.21159061789512634,0.10349426418542862,0.1129104271531105,0.28196677565574646
ic_mismatch,pettina,0,la donna pettina l'uomo a causa del tipo di persona che ella è.,43.75,1,f,0.0414901003241539,0.018765632063150406,0.17494991421699524,0.09885451197624207,0.0,0.06202666833996773,0.5452683568000793,0.3575276732444763,0.26740238070487976,0.640716552734375
ic_mismatch,abbraccia,0,l'uomo abbraccia la donna a causa del tipo di persona che egli è.,44.0,1,m,0.12808740139007568,0.15021835267543793,0.3740813434123993,0.13171866536140442,0.0,0.0326748751103878,0.21670331060886383,0.17086482048034668,0.16993238031864166,0.3393307030200958
ic_mismatch,abbraccia,0,l'uomo abbraccia la donna a causa del tipo di persona che ella è.,44.0,0,f,0.15077580511569977,0.09965557605028152,0.4660501480102539,0.1134706437587738,0.04051017388701439,0.1398269534111023,0.620846152305603,0.26391828060150146,0.29182323813438416,0.5983859300613403
