exp,verb,item,sent,bias,isHigh ,gender,score_bert,score_bert_base,score_bert_pro,score_mbert,score_roberta,score_roberta_base,score_roberta_pro
ic_mismatch,alcanzó,0,el hombre alcanzó a la mujer porque él estaba allí.,66.7,1,m,0.021023178473114967,0.013399312272667885,0.004097003024071455,0.04438432678580284,0.04887387529015541,0.12106093019247055,0.17619571089744568
ic_mismatch,alcanzó,0,el hombre alcanzó a la mujer porque ella estaba allí.,66.7,0,f,0.8007888793945312,0.4477541148662567,0.8850548267364502,0.1383572220802307,0.140779510140419,0.15615464746952057,0.6083927750587463
ic_mismatch,alcanzó,0,la mujer alcanzó al hombre porque él estaba allí.,66.7,0,m,0.5454891920089722,0.16867928206920624,0.16868792474269867,0.2129625529050827,0.03533945605158806,0.1540878862142563,0.3330000936985016
ic_mismatch,alcanzó,0,la mujer alcanzó al hombre porque ella estaba allí.,66.7,1,f,0.0076630995608866215,0.004805376753211021,0.1161327064037323,0.021099122241139412,0.031147219240665436,0.0526803620159626,0.34125378727912903
ic_mismatch,contempló,0,el hombre contempló a la mujer porque él estaba allí.,25.9,1,m,0.06343448162078857,0.04066988080739975,0.011056197807192802,0.04400397092103958,0.06941944360733032,0.11370368301868439,0.2084517776966095
ic_mismatch,contempló,0,el hombre contempló a la mujer porque ella estaba allí.,25.9,0,f,0.7209120988845825,0.418072372674942,0.7984088659286499,0.18802611529827118,0.1622176617383957,0.07472823560237885,0.4837501049041748
ic_mismatch,contempló,0,la mujer contempló al hombre porque él estaba allí.,25.9,0,m,0.5817526578903198,0.19954907894134521,0.1282312422990799,0.17749521136283875,0.04440527409315109,0.13206250965595245,0.31311795115470886
ic_mismatch,contempló,0,la mujer contempló al hombre porque ella estaba allí.,25.9,1,f,0.03670158237218857,0.023429369553923607,0.2468835860490799,0.05479135364294052,0.06303850561380386,0.036318089812994,0.2736191153526306
ic_mismatch,demostró,0,el hombre demostró a la mujer porque él estaba allí.,75.5,1,m,0.048291247338056564,0.0374666303396225,0.00820139143615961,0.03461339697241783,0.046353403478860855,0.11598549038171768,0.17544224858283997
ic_mismatch,demostró,0,el hombre demostró a la mujer porque ella estaba allí.,75.5,0,f,0.8090444207191467,0.5855264067649841,0.9124811291694641,0.15627576410770416,0.105014868080616,0.1081397607922554,0.5758721232414246
